Hotel Name,Hotel URL,Room type,Number of guests,Price for 5 nights,Your choices,City
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,,Max. people: 1,"EGP 28,901 | EGP 29,650 | EGP 33,343 | EGP 33,391 | EGP 37,084 | EGP 20,338 | EGP 22,559 | EGP 23,549 | EGP 24,429 | EGP 25,770 | EGP 27,640 | EGP 34,199 | EGP 34,253 | EGP 37,940 | EGP 38,695 | EGP 42,436 | EGP 24,887 | EGP 27,108 | EGP 28,978 | EGP 31,122 | EGP 32,992 | EGP 35,792 | EGP 36,126 | EGP 39,533 | EGP 40,568 | EGP 44,309 | EGP 26,479 | EGP 28,700 | EGP 30,571 | EGP 30,774 | EGP 32,995 | EGP 34,866 | EGP 38,748 | EGP 39,605 | EGP 42,490 | EGP 44,047 | EGP 47,788 | EGP 29,436 | EGP 31,657 | EGP 33,528 | EGP 36,474 | EGP 38,344 | EGP 46,710 | EGP 48,971 | EGP 50,451 | EGP 53,413 | EGP 57,154 | EGP 37,397 | EGP 39,618 | EGP 41,489 | EGP 43,619 | EGP 45,840 | EGP 47,710",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,"Standard Room with 1 Double Bed, Garden side(Palm Wing) 1 king bed 1 room 42 m² Balcony Garden view Mountain view Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | Standard Room with 1 Double Bed, Garden side(Palm Wing) | 1 king bed | 1 room 42 m² Balcony Garden view Mountain view Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | 1 room 42 m² Balcony Garden view Mountain view Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar | 1 room | 42 m² | Balcony | Garden view | Mountain view | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | More",,"EGP 25,208",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,Standard Room with 2 Single Beds - Pool Side (Palm wing) We have 1 left 2 twin beds 1 room 42 m² Balcony Pool view Mountain view Rooftop pool Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | Standard Room with 2 Single Beds - Pool Side (Palm wing) | We have 1 left | 2 twin beds | 1 room 42 m² Balcony Pool view Mountain view Rooftop pool Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | 1 room 42 m² Balcony Pool view Mountain view Rooftop pool Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar | 1 room | 42 m² | Balcony | Pool view | Mountain view | Rooftop pool | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | More,,"EGP 29,757",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,"Superior Room with 2 Single Beds, Garden side (Beach wing) 2 twin beds 1 room 34 m² Balcony Garden view City view Air conditioning Patio Private bathroom Flat-screen TV Soundproof Minibar More | Superior Room with 2 Single Beds, Garden side (Beach wing) | 2 twin beds | 1 room 34 m² Balcony Garden view City view Air conditioning Patio Private bathroom Flat-screen TV Soundproof Minibar More | 1 room 34 m² Balcony Garden view City view Air conditioning Patio Private bathroom Flat-screen TV Soundproof Minibar | 1 room | 34 m² | Balcony | Garden view | City view | Air conditioning | Patio | Private bathroom | Flat-screen TV | Soundproof | Minibar | More",,"EGP 29,757",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,"Standard Room With 1 Double Bed, Pool Side (Palm Wing) 1 king bed 1 room 42 m² Balcony Pool view Rooftop pool Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | Standard Room With 1 Double Bed, Pool Side (Palm Wing) | 1 king bed | 1 room 42 m² Balcony Pool view Rooftop pool Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | 1 room 42 m² Balcony Pool view Rooftop pool Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar | 1 room | 42 m² | Balcony | Pool view | Rooftop pool | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | More",,"EGP 29,757",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,Superior Double Room with Garden View (Beach Wing) 1 king bed 1 room 32 m² View Air conditioning Private bathroom Flat-screen TV Soundproof Minibar More | Superior Double Room with Garden View (Beach Wing) | 1 king bed | 1 room 32 m² View Air conditioning Private bathroom Flat-screen TV Soundproof Minibar More | 1 room 32 m² View Air conditioning Private bathroom Flat-screen TV Soundproof Minibar | 1 room | 32 m² | View | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Minibar | More,,"EGP 29,757",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,"Family Suite with a Separate Bunk Beds Kids room, Garden side (Palm Wing) 1 bunk bed and 1 queen bed Private suite 52 m² Balcony Garden view Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | Family Suite with a Separate Bunk Beds Kids room, Garden side (Palm Wing) | 1 bunk bed and 1 queen bed | 1 bunk bed and | 1 bunk bed | 1 queen bed | Private suite 52 m² Balcony Garden view Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar More | Private suite 52 m² Balcony Garden view Air conditioning Private bathroom Flat-screen TV Soundproof Terrace Minibar | Private suite | 52 m² | Balcony | Garden view | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | More",,"EGP 31,349",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,"Superior Room with 1 Double Bed, Pool Side (Beach Wing) 1 king bed 1 room 34 m² Balcony Pool view Air conditioning Private bathroom Flat-screen TV Soundproof Minibar More | Superior Room with 1 Double Bed, Pool Side (Beach Wing) | 1 king bed | 1 room 34 m² Balcony Pool view Air conditioning Private bathroom Flat-screen TV Soundproof Minibar More | 1 room 34 m² Balcony Pool view Air conditioning Private bathroom Flat-screen TV Soundproof Minibar | 1 room | 34 m² | Balcony | Pool view | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Minibar | More",,"EGP 34,306",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,"Superior Room with 2 Single Beds, Pool side(Beach Wing) 2 twin beds 1 room 34 m² Balcony Pool view Air conditioning Private bathroom Flat-screen TV Soundproof Minibar More | Superior Room with 2 Single Beds, Pool side(Beach Wing) | 2 twin beds | 1 room 34 m² Balcony Pool view Air conditioning Private bathroom Flat-screen TV Soundproof Minibar More | 1 room 34 m² Balcony Pool view Air conditioning Private bathroom Flat-screen TV Soundproof Minibar | 1 room | 34 m² | Balcony | Pool view | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Minibar | More",,"EGP 34,306",,sharm
Hotel Novotel Sharm El-Sheikh,https://www.booking.com/hotel/eg/novotel-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=1609606_95140745_2_41_0&highlighted_blocks=1609606_95140745_2_41_0&matching_block_id=1609606_95140745_2_41_0&sr_pri_blocks=1609606_95140745_2_41_0__47100&from_sustainable_property_sr=1&from=searchresults,Junior Suite 1 king bed Private suite 45 m² View Coffee machine More | Junior Suite | 1 king bed | Private suite 45 m² View Coffee machine More | Private suite 45 m² View Coffee machine | Private suite | 45 m² | View | Coffee machine | More,,"EGP 42,267",,sharm
,https://www.booking.com/hotel/eg/turquoise-beach.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=45886901_0_2_0_0&highlighted_blocks=45886901_0_2_0_0&matching_block_id=45886901_0_2_0_0&sr_pri_blocks=45886901_0_2_0_0__17010&from_sustainable_property_sr=1&from=searchresults,Double Room with Garden View 1 full bed 35 m² Balcony Garden view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Double Room with Garden View | 1 full bed | 35 m² Balcony Garden view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | 35 m² Balcony Garden view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 35 m² | Balcony | Garden view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | More,Max. people: 2,"EGP 9,104",,sharm
,https://www.booking.com/hotel/eg/turquoise-beach.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=45886901_0_2_0_0&highlighted_blocks=45886901_0_2_0_0&matching_block_id=45886901_0_2_0_0&sr_pri_blocks=45886901_0_2_0_0__17010&from_sustainable_property_sr=1&from=searchresults,Double Room with Garden View We have 6 left 1 full bed 1 room 35 m² Balcony Garden view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar Safe Toilet Tile/Marble floor Sitting area TV Telephone Satellite channels Tea/Coffee maker Heating Hairdryer Carpeted Electric kettle Wake-up service Wardrobe or closet Clothes rack | Double Room with Garden View | We have 6 left | 1 full bed | 1 room 35 m² Balcony Garden view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar Safe Toilet Tile/Marble floor Sitting area TV Telephone Satellite channels Tea/Coffee maker Heating Hairdryer Carpeted Electric kettle Wake-up service Wardrobe or closet Clothes rack | 1 room 35 m² Balcony Garden view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 1 room | 35 m² | Balcony | Garden view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | Safe Toilet Tile/Marble floor Sitting area TV Telephone Satellite channels Tea/Coffee maker Heating Hairdryer Carpeted Electric kettle Wake-up service Wardrobe or closet Clothes rack | Safe | Toilet | Tile/Marble floor | Sitting area | TV | Telephone | Satellite channels | Tea/Coffee maker | Heating | Hairdryer | Carpeted | Electric kettle | Wake-up service | Wardrobe or closet | Clothes rack,,"EGP 13,380",,sharm
,https://www.booking.com/hotel/eg/turquoise-beach.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=45886901_0_2_0_0&highlighted_blocks=45886901_0_2_0_0&matching_block_id=45886901_0_2_0_0&sr_pri_blocks=45886901_0_2_0_0__17010&from_sustainable_property_sr=1&from=searchresults,,Max. people: 1,"EGP 17,126 | EGP 20,070 | EGP 20,926 | EGP 12,042 | EGP 15,414 | EGP 18,063 | EGP 20,471 | EGP 17,929 | EGP 20,605 | EGP 21,800 | EGP 22,650 | EGP 13,487 | EGP 16,136 | EGP 18,545 | EGP 20,385 | EGP 28,804 | EGP 33,236 | EGP 38,221 | EGP 39,883 | EGP 25,112 | EGP 27,204 | EGP 31,389 | EGP 36,097 | EGP 37,667",,sharm
,https://www.booking.com/hotel/eg/turquoise-beach.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=45886901_0_2_0_0&highlighted_blocks=45886901_0_2_0_0&matching_block_id=45886901_0_2_0_0&sr_pri_blocks=45886901_0_2_0_0__17010&from_sustainable_property_sr=1&from=searchresults,Double Room with Sea View We have 3 left 1 full bed 1 room 35 m² Balcony Sea view Pool view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Double Room with Sea View | We have 3 left | 1 full bed | 1 room 35 m² Balcony Sea view Pool view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | 1 room 35 m² Balcony Sea view Pool view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 1 room | 35 m² | Balcony | Sea view | Pool view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | More,,"EGP 14,986",,sharm
,https://www.booking.com/hotel/eg/turquoise-beach.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=45886901_0_2_0_0&highlighted_blocks=45886901_0_2_0_0&matching_block_id=45886901_0_2_0_0&sr_pri_blocks=45886901_0_2_0_0__17010&from_sustainable_property_sr=1&from=searchresults,Double Room with Pool View We have 5 left 2 twin beds and 1 full bed 35 m² Balcony Bathtub Air conditioning Flat-screen TV Terrace More | Double Room with Pool View | We have 5 left | 2 twin beds and 1 full bed | 2 twin beds and | 2 twin beds | 1 full bed | 35 m² Balcony Bathtub Air conditioning Flat-screen TV Terrace More | 35 m² Balcony Bathtub Air conditioning Flat-screen TV Terrace | 35 m² | Balcony | Bathtub | Air conditioning | Flat-screen TV | Terrace | More,,"EGP 14,986",,sharm
,https://www.booking.com/hotel/eg/turquoise-beach.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=45886901_0_2_0_0&highlighted_blocks=45886901_0_2_0_0&matching_block_id=45886901_0_2_0_0&sr_pri_blocks=45886901_0_2_0_0__17010&from_sustainable_property_sr=1&from=searchresults,Two-Bedroom Apartment We have 1 left Bedroom 1: 2 twin beds Bedroom 2: 1 full bed Entire apartment 80 m² Balcony Pool view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace More | Two-Bedroom Apartment | We have 1 left | Bedroom 1: 2 twin beds Bedroom 2: 1 full bed | Bedroom 1: 2 twin beds | Bedroom 1: | 2 twin beds | Bedroom 2: 1 full bed | Bedroom 2: | 1 full bed | Entire apartment 80 m² Balcony Pool view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace More | Entire apartment 80 m² Balcony Pool view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace | Entire apartment | 80 m² | Balcony | Pool view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | More,,"EGP 26,589",,sharm
DoubleTree by Hilton Sharm El Sheikh Sharm Bay,https://www.booking.com/hotel/eg/hilton-sharks-bay-resort.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AunA2c8GwAIB0gIkMGVlY2ZiMWUtMTg2ZC00ZWE0LThiMjctMWJjZmIwZDU3MjY52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=775c90f423c7038d&srepoch=1777754221&all_sr_blocks=4725612_266273886_2_41_0&highlighted_blocks=4725612_266273886_2_41_0&matching_block_id=4725612_266273886_2_41_0&sr_pri_blocks=4725612_266273886_2_41_0__53125&from_sustainable_property_sr=1&from=searchresults,Mountainside Twin Deluxe Room - Pool View 2 twin beds 1 room 41 m² Balcony Pool view Air conditioning Attached bathroom Flat-screen TV Minibar Free toiletries Bathrobe Safe Toilet Bathtub or shower Towels Linens TV Slippers Telephone Ironing facilities Satellite channels Tea/Coffee maker Iron Radio Heating Hairdryer Electric kettle Outdoor furniture Wake-up service Alarm clock Wardrobe or closet Toilet paper Single-room AC for guest accommodation Carbon monoxide detector | Mountainside Twin Deluxe Room - Pool View | 2 twin beds | 1 room 41 m² Balcony Pool view Air conditioning Attached bathroom Flat-screen TV Minibar Free toiletries Bathrobe Safe Toilet Bathtub or shower Towels Linens TV Slippers Telephone Ironing facilities Satellite channels Tea/Coffee maker Iron Radio Heating Hairdryer Electric kettle Outdoor furniture Wake-up service Alarm clock Wardrobe or closet Toilet paper Single-room AC for guest accommodation Carbon monoxide detector | 1 room 41 m² Balcony Pool view Air conditioning Attached bathroom Flat-screen TV Minibar | 1 room | 41 m² | Balcony | Pool view | Air conditioning | Attached bathroom | Flat-screen TV | Minibar | Free toiletries Bathrobe Safe Toilet Bathtub or shower Towels Linens TV Slippers Telephone Ironing facilities Satellite channels Tea/Coffee maker Iron Radio Heating Hairdryer Electric kettle Outdoor furniture Wake-up service Alarm clock Wardrobe or closet Toilet paper Single-room AC for guest accommodation Carbon monoxide detector | Free toiletries | Bathrobe | Safe | Toilet | Bathtub or shower | Towels | Linens | TV | Slippers | Telephone | Ironing facilities | Satellite channels | Tea/Coffee maker | Iron | Radio | Heating | Hairdryer | Electric kettle | Outdoor furniture | Wake-up service | Alarm clock | Wardrobe or closet | Toilet paper | Single-room AC for guest accommodation | Carbon monoxide detector,,"EGP 28,433",,sharm
